id,nombre,precio,descripción,largo(cm),alto(cm),ancho(cm),peso(kg),fecha_de_caducidad,duracion_sin_refrigerar,tipo_de_conserva,tienda
296,salmon,9495,pescado congelado,,,,1.02,2022-03-04,,,55
376,arvejas en conserva,14460,verdura en conserva,,,,,2022-02-21,,caja,51
289,salmon,14016,pescado congelado,,,,2.18,2022-01-12,,,34
134,jeans,10305,ropa,47,11,36,0.72,,,,75
132,mix de verduras congeladas,10478,verduras congeladas,,,,4.75,2022-01-16,,,15
288,mix de verduras congeladas,6320,verduras congeladas,,,,4.69,2021-09-27,,,46
280,pollo congelado,6003,carne congelada,,,,3.68,2021-06-28,,,61
22,televisor,5912,producto tecnologico,43,22,30,0.41,,,,60
174,vacuno,14113,carne,,,,,2021-09-10,15,,38
138,marraqueta,9334,pan,,,,,2022-04-27,13,,10
417,pollo,10015,carne,,,,,2022-01-06,11,,60
263,pantalla papel,14631,pantalla de luz,8,8,33,0.31,,,,73
259,vestido,8209,ropa,43,34,39,0.76,,,,91
129,pan de molde,10062,pan,,,,,2022-01-30,16,,88
106,pantalla papel,8041,pantalla de luz,25,14,45,0.8,,,,99
221,salmon,7372,pescado congelado,,,,1.76,2022-03-26,,,93
377,telefono,14256,producto tecnologico,35,5,12,0.82,,,,9
265,telefono,6947,producto tecnologico,9,40,30,0.89,,,,88
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,56
317,pantalla lineas,13847,pantalla de luz,44,43,45,0.27,,,,89
263,pantalla papel,14631,pantalla de luz,8,8,33,0.31,,,,48
130,hamburguesa de verduras,11010,hamburguesa,,,,1.02,2021-07-28,,,34
351,vacuno congelado,11224,carne congelada,,,,4.69,2022-01-08,,,97
261,palta,13207,verduras,,,,,2021-08-17,11,,69
409,pantalla lineas,12158,pantalla de luz,24,27,14,0.92,,,,46
39,merlusa,10053,pescado congelado,,,,4.86,2021-10-05,,,90
362,pavo congelado,12446,carne congelada,,,,4.92,2022-01-03,,,56
135,arvejas congeladas,9491,verduras congeladas,,,,2.42,2022-02-27,,,94
68,camisa,5009,ropa,40,29,14,0.6,,,,89
344,pantalla para colgar,11629,pantalla de luz,9,18,47,0.23,,,,42
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,87
153,pantalla papel,8665,pantalla de luz,39,36,29,0.6,,,,36
231,jeans,13914,ropa,35,15,10,0.92,,,,51
388,hamburguesa de vacuno,8376,hamburguesa,,,,1.73,2021-10-11,,,42
49,televisor,11837,producto tecnologico,9,36,33,0.39,,,,64
148,palta,9424,verduras,,,,,2021-06-22,17,,94
59,durazno en conserva,5186,fruta en conserva,,,,,2021-09-10,,frasco,57
65,hamburguesa de verduras,7556,hamburguesa,,,,3.79,2022-02-08,,,42
126,teclado,12241,producto tecnologico,38,9,45,0.88,,,,100
170,mix de verduras congeladas,7212,verduras congeladas,,,,4.06,2021-06-20,,,18
149,pan de molde,13136,pan,,,,,2021-09-30,24,,99
370,pera,14775,frutas,,,,,2021-07-24,21,,86
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,39
358,platano,10315,frutas,,,,,2021-08-30,21,,83
380,reineta,6388,pescado congelado,,,,4.72,2022-03-15,,,94
321,esparragos frasco,9752,verdura en conserva,,,,,2021-06-24,,lata,0
342,tomate,6548,verduras,,,,,2022-01-31,11,,74
158,hamburguesa de pollo,10287,hamburguesa,,,,3.71,2021-05-07,,,90
387,lenguado,6433,pescado congelado,,,,2.87,2021-05-13,,,4
250,vacuno,14397,carne,,,,,2021-10-27,20,,94
152,lenguado,13791,pescado congelado,,,,4.9,2022-04-27,,,54
162,pollo,9026,carne,,,,,2021-08-28,24,,95
103,hamburguesa de vacuno,11871,hamburguesa,,,,2.4,2021-12-25,,,12
5,mix de verduras congeladas,11791,verduras congeladas,,,,1.61,2022-01-03,,,33
308,mix de verduras congeladas,6920,verduras congeladas,,,,1.33,2021-08-20,,,89
25,lechuga,7704,verduras,,,,,2021-12-21,15,,70
228, frutillas en conserva,13599,fruta en conserva,,,,,2022-04-12,,lata,6
168,hallulla,6062,pan,,,,,2022-04-17,21,,37
129,pan de molde,10062,pan,,,,,2022-01-30,16,,80
358,platano,10315,frutas,,,,,2021-08-30,21,,27
144,tomate,8242,verduras,,,,,2021-11-22,6,,99
310,manzana,11868,frutas,,,,,2022-04-25,5,,15
50,pollo congelado,12523,carne congelada,,,,2.0,2021-07-07,,,51
75,lechuga,7914,verduras,,,,,2022-02-27,12,,94
99,arvejas congeladas,12265,verduras congeladas,,,,1.51,2021-05-29,,,75
249,lechuga,8099,verduras,,,,,2021-08-14,5,,41
227,arvejas en conserva,13905,verdura en conserva,,,,,2021-09-04,,lata,35
10,reineta,10545,pescado congelado,,,,2.87,2022-02-22,,,91
103,hamburguesa de vacuno,11871,hamburguesa,,,,2.4,2021-12-25,,,62
417,pollo,10015,carne,,,,,2022-01-06,11,,0
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,42
411,durazno,11230,frutas,,,,,2022-02-17,8,,1
139,hamburguesa de quinoa,13665,hamburguesa,,,,4.61,2021-09-27,,,96
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,6
131,cerdo congelado,8452,carne congelada,,,,2.73,2022-02-07,,,39
150,salmon,6044,pescado congelado,,,,3.53,2022-04-17,,,57
357,mouse,14549,producto tecnologico,26,50,42,0.66,,,,7
150,salmon,6044,pescado congelado,,,,3.53,2022-04-17,,,97
148,palta,9424,verduras,,,,,2021-06-22,17,,65
205,lechuga,5224,verduras,,,,,2021-07-19,11,,75
26,manzana,7438,frutas,,,,,2021-10-02,17,,93
194,hallulla,9444,pan,,,,,2021-11-03,15,,72
229,merlusa,8380,pescado congelado,,,,4.96,2021-07-12,,,101
340,pantalla para colgar,5107,pantalla de luz,48,27,39,0.29,,,,85
402,salmon,6712,pescado congelado,,,,4.51,2022-01-08,,,40
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,8
290,hallulla,8722,pan,,,,,2021-05-20,12,,63
65,hamburguesa de verduras,7556,hamburguesa,,,,3.79,2022-02-08,,,33
77,hallulla,14637,pan,,,,,2021-08-24,20,,5
258,chaqueta,13813,ropa,35,33,14,0.63,,,,75
52,manzana,7327,frutas,,,,,2021-12-12,19,,54
282,salmon,11494,pescado congelado,,,,4.67,2021-06-10,,,13
271,televisor,9188,producto tecnologico,47,23,16,0.25,,,,11
129,pan de molde,10062,pan,,,,,2022-01-30,16,,76
207, frutillas en conserva,6563,fruta en conserva,,,,,2021-05-11,,lata,10
57,cerdo,7160,carne,,,,,2022-03-25,15,,81
85,salmon,9211,pescado congelado,,,,4.93,2021-11-09,,,33
384,pantalla lineas,13539,pantalla de luz,22,14,48,0.65,,,,10
212,hamburguesa de quinoa,12482,hamburguesa,,,,1.52,2021-11-11,,,38
109,brocoli,7370,verduras,,,,,2021-12-21,21,,65
35,hamburguesa de vacuno,13174,hamburguesa,,,,3.37,2021-08-07,,,25
300,durazno en conserva,5467,fruta en conserva,,,,,2022-02-18,,caja,15
258,chaqueta,13813,ropa,35,33,14,0.63,,,,1
253,platano,14191,frutas,,,,,2021-05-29,12,,62
2,pantalla lisa,5609,pantalla de luz,26,20,22,0.32,,,,85
119,hamburguesa de vacuno,12701,hamburguesa,,,,1.52,2022-01-30,,,16
371,marraqueta,11380,pan,,,,,2022-04-05,21,,64
275,pantalla lisa,13875,pantalla de luz,34,42,25,0.77,,,,93
194,hallulla,9444,pan,,,,,2021-11-03,15,,64
358,platano,10315,frutas,,,,,2021-08-30,21,,48
227,arvejas en conserva,13905,verdura en conserva,,,,,2021-09-04,,lata,3
2,pantalla lisa,5609,pantalla de luz,26,20,22,0.32,,,,91
383,hamburguesa de verduras,9105,hamburguesa,,,,3.79,2021-07-14,,,80
122,porotos congelados,11540,verduras congeladas,,,,3.16,2021-12-27,,,50
13,esparragos frasco,14537,verdura en conserva,,,,,2021-07-12,,caja,96
167,hamburguesa de vacuno,9224,hamburguesa,,,,2.74,2021-09-26,,,68
81,hamburguesa de vacuno,8644,hamburguesa,,,,4.55,2022-04-16,,,98
305,teclado,9834,producto tecnologico,22,36,34,0.46,,,,60
109,brocoli,7370,verduras,,,,,2021-12-21,21,,87
175,hallulla,11970,pan,,,,,2021-07-02,23,,52
240,salmon,7427,pescado congelado,,,,2.06,2021-05-31,,,34
333,pantalla lineas,6062,pantalla de luz,16,23,37,0.17,,,,38
291,arvejas congeladas,9580,verduras congeladas,,,,3.57,2021-07-06,,,66
262,lenguado,14080,pescado congelado,,,,1.7,2021-07-30,,,41
235,vacuno,8664,carne,,,,,2021-08-29,22,,50
108,pantalla papel,14454,pantalla de luz,18,12,5,0.76,,,,92
208,telefono,9760,producto tecnologico,22,8,31,0.14,,,,27
385,limon,11324,verduras,,,,,2022-01-06,14,,42
337,pantalla lineas,11430,pantalla de luz,25,32,16,0.65,,,,65
213,calcetin,14881,ropa,12,26,9,0.37,,,,33
175,hallulla,11970,pan,,,,,2021-07-02,23,,5
63,arvejas congeladas,14607,verduras congeladas,,,,3.93,2021-11-05,,,17
162,pollo,9026,carne,,,,,2021-08-28,24,,93
44,lenguado,12660,pescado congelado,,,,3.44,2021-05-20,,,33
113,hamburguesa de verduras,8820,hamburguesa,,,,1.24,2021-06-12,,,15
370,pera,14775,frutas,,,,,2021-07-24,21,,96
75,lechuga,7914,verduras,,,,,2022-02-27,12,,12
122,porotos congelados,11540,verduras congeladas,,,,3.16,2021-12-27,,,6
356,kiwi,14585,frutas,,,,,2021-06-07,23,,86
20,cerdo,12012,carne,,,,,2021-12-08,6,,15
358,platano,10315,frutas,,,,,2021-08-30,21,,81
383,hamburguesa de verduras,9105,hamburguesa,,,,3.79,2021-07-14,,,81
76,manzana,9326,frutas,,,,,2021-06-19,22,,6
271,televisor,9188,producto tecnologico,47,23,16,0.25,,,,12
53,durazno,5640,frutas,,,,,2022-04-08,22,,55
281,vestido,6522,ropa,42,7,26,0.17,,,,59
295,manzana,11013,frutas,,,,,2022-01-18,17,,30
349, frutillas en conserva,7657,fruta en conserva,,,,,2021-11-27,,lata,15
51,limon,10356,verduras,,,,,2022-01-14,8,,72
90,mix de verduras congeladas,9916,verduras congeladas,,,,2.52,2021-09-29,,,15
375,pollo congelado,7447,carne congelada,,,,2.31,2021-06-29,,,69
326,esparragos frasco,14352,verdura en conserva,,,,,2021-08-16,,lata,88
363,jeans,7348,ropa,38,34,31,0.25,,,,19
368,limon,12932,verduras,,,,,2021-11-29,6,,26
336,esparragos frasco,7752,verdura en conserva,,,,,2022-05-04,,caja,97
198,mouse,12730,producto tecnologico,33,29,6,0.62,,,,13
258,chaqueta,13813,ropa,35,33,14,0.63,,,,3
189,telefono,13048,producto tecnologico,7,48,21,0.98,,,,77
239,merlusa,8602,pescado congelado,,,,1.0,2022-03-10,,,98
22,televisor,5912,producto tecnologico,43,22,30,0.41,,,,51
154,telefono,13859,producto tecnologico,36,10,20,0.43,,,,10
128,pavo,9003,carne,,,,,2021-10-02,21,,97
56,lenguado,5173,pescado congelado,,,,2.6,2021-11-07,,,21
51,limon,10356,verduras,,,,,2022-01-14,8,,44
131,cerdo congelado,8452,carne congelada,,,,2.73,2022-02-07,,,89
77,hallulla,14637,pan,,,,,2021-08-24,20,,54
327,hallulla,6887,pan,,,,,2021-12-06,20,,99
41,hamburguesa de verduras,13789,hamburguesa,,,,3.86,2021-06-04,,,51
133,reineta,7700,pescado congelado,,,,4.5,2021-12-18,,,19
254,kiwi,7974,frutas,,,,,2021-12-29,17,,13
121,pan de molde,7108,pan,,,,,2021-06-18,21,,79
353,pavo congelado,7137,carne congelada,,,,2.29,2021-10-21,,,90
178,manzana,13975,frutas,,,,,2022-01-02,15,,41
273,hallulla,12150,pan,,,,,2021-08-15,23,,44
192,telefono,12648,producto tecnologico,23,6,6,0.41,,,,47
74,pantalla lisa,14478,pantalla de luz,5,33,14,0.72,,,,60
149,pan de molde,13136,pan,,,,,2021-09-30,24,,57
225,pantalla papel,8193,pantalla de luz,44,14,20,0.71,,,,96
378,televisor,10657,producto tecnologico,26,45,5,0.13,,,,78
297,pantalla para colgar,6596,pantalla de luz,20,13,44,0.51,,,,92
214,cerdo,6063,carne,,,,,2022-03-24,15,,92
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,39
397,palta,13962,verduras,,,,,2021-05-27,8,,98
304,jeans,8403,ropa,26,29,22,0.69,,,,26
95,esparragos frasco,9882,verdura en conserva,,,,,2021-09-09,,lata,1
320,pantalla lineas,8495,pantalla de luz,34,42,48,0.41,,,,78
415,pantalla lineas,8289,pantalla de luz,45,8,35,0.47,,,,6
166,reineta,12040,pescado congelado,,,,3.73,2021-08-12,,,17
246,pollo,9006,carne,,,,,2021-10-27,7,,99
154,telefono,13859,producto tecnologico,36,10,20,0.43,,,,17
13,esparragos frasco,14537,verdura en conserva,,,,,2021-07-12,,caja,45
345,hamburguesa de verduras,12480,hamburguesa,,,,2.74,2021-11-22,,,95
3,merlusa,13317,pescado congelado,,,,2.03,2021-08-09,,,38
88,mouse,12978,producto tecnologico,24,18,26,0.44,,,,59
200,hamburguesa de verduras,5681,hamburguesa,,,,4.37,2022-02-03,,,12
3,merlusa,13317,pescado congelado,,,,2.03,2021-08-09,,,15
47,jeans,10242,ropa,47,43,11,0.68,,,,29
329,hallulla,12550,pan,,,,,2022-01-24,5,,36
391,choclo en conserva,8087,verdura en conserva,,,,,2021-07-19,,lata,60
242,marraqueta,6667,pan,,,,,2022-02-10,13,,23
284,marraqueta,14433,pan,,,,,2022-02-20,14,,35
49,televisor,11837,producto tecnologico,9,36,33,0.39,,,,56
226,carne molida,5033,carne congelada,,,,2.01,2022-04-17,,,58
320,pantalla lineas,8495,pantalla de luz,34,42,48,0.41,,,,78
67,limon,13531,verduras,,,,,2022-03-25,11,,53
392,arvejas en conserva,13884,verdura en conserva,,,,,2021-07-28,,lata,39
232,mouse,7653,producto tecnologico,33,16,40,0.21,,,,35
285,durazno,13057,frutas,,,,,2022-01-21,11,,39
204,durazno,7673,frutas,,,,,2021-08-15,18,,32
209,televisor,10968,producto tecnologico,27,37,47,0.18,,,,66
170,mix de verduras congeladas,7212,verduras congeladas,,,,4.06,2021-06-20,,,68
317,pantalla lineas,13847,pantalla de luz,44,43,45,0.27,,,,73
198,mouse,12730,producto tecnologico,33,29,6,0.62,,,,55
103,hamburguesa de vacuno,11871,hamburguesa,,,,2.4,2021-12-25,,,70
339,telefono,5181,producto tecnologico,21,23,26,0.3,,,,93
318,pavo,6208,carne,,,,,2021-10-10,10,,0
5,mix de verduras congeladas,11791,verduras congeladas,,,,1.61,2022-01-03,,,55
377,telefono,14256,producto tecnologico,35,5,12,0.82,,,,60
190,pantalla papel,14669,pantalla de luz,7,15,41,0.36,,,,3
28,cerdo,12064,carne,,,,,2021-05-11,6,,60
151,cerdo congelado,13962,carne congelada,,,,2.29,2021-10-26,,,34
160,merlusa,10910,pescado congelado,,,,3.21,2021-08-08,,,78
241,durazno en conserva,12190,fruta en conserva,,,,,2022-03-11,,caja,45
243,choclo congelado,6481,verduras congeladas,,,,3.91,2022-01-23,,,100
123,choclo congelado,14418,verduras congeladas,,,,2.32,2021-09-01,,,74
88,mouse,12978,producto tecnologico,24,18,26,0.44,,,,99
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,27
35,hamburguesa de vacuno,13174,hamburguesa,,,,3.37,2021-08-07,,,22
397,palta,13962,verduras,,,,,2021-05-27,8,,72
361,mouse,10779,producto tecnologico,32,30,31,0.21,,,,11
218,hamburguesa de pollo,8248,hamburguesa,,,,1.39,2022-01-16,,,91
393,televisor,8016,producto tecnologico,22,19,47,0.32,,,,20
183,hallulla,10309,pan,,,,,2021-05-24,18,,3
269,televisor,11826,producto tecnologico,14,30,14,0.88,,,,80
316,vacuno,13806,carne,,,,,2022-04-03,12,,79
271,televisor,9188,producto tecnologico,47,23,16,0.25,,,,70
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,73
19,durazno en conserva,8421,fruta en conserva,,,,,2021-12-12,,frasco,85
294,pollo congelado,10551,carne congelada,,,,4.93,2021-10-13,,,55
336,esparragos frasco,7752,verdura en conserva,,,,,2022-05-04,,caja,8
213,calcetin,14881,ropa,12,26,9,0.37,,,,89
15,durazno,13302,frutas,,,,,2021-10-13,10,,64
133,reineta,7700,pescado congelado,,,,4.5,2021-12-18,,,75
18,palta,14117,verduras,,,,,2021-06-12,9,,70
246,pollo,9006,carne,,,,,2021-10-27,7,,19
11,papaya en conserva,7060,fruta en conserva,,,,,2022-02-04,,lata,17
71,papaya en conserva,14577,fruta en conserva,,,,,2022-02-28,,lata,16
383,hamburguesa de verduras,9105,hamburguesa,,,,3.79,2021-07-14,,,55
344,pantalla para colgar,11629,pantalla de luz,9,18,47,0.23,,,,7
20,cerdo,12012,carne,,,,,2021-12-08,6,,29
89,pantalla lineas,6647,pantalla de luz,38,11,43,0.78,,,,2
182,manzana,14158,frutas,,,,,2021-07-27,23,,91
96,pavo,6717,carne,,,,,2021-11-22,15,,37
57,cerdo,7160,carne,,,,,2022-03-25,15,,39
42,cerdo,6686,carne,,,,,2022-01-09,19,,48
94,pollo congelado,6136,carne congelada,,,,1.14,2021-10-09,,,22
51,limon,10356,verduras,,,,,2022-01-14,8,,79
111,lechuga,8330,verduras,,,,,2021-09-04,13,,11
192,telefono,12648,producto tecnologico,23,6,6,0.41,,,,59
136,pollo,8650,carne,,,,,2021-08-28,22,,2
338,mix de frutas en conserva,10464,fruta en conserva,,,,,2021-10-26,,frasco,31
27,hamburguesa de pollo,13436,hamburguesa,,,,2.03,2021-12-25,,,29
361,mouse,10779,producto tecnologico,32,30,31,0.21,,,,86
189,telefono,13048,producto tecnologico,7,48,21,0.98,,,,66
21,televisor,12324,producto tecnologico,14,38,28,0.2,,,,94
271,televisor,9188,producto tecnologico,47,23,16,0.25,,,,51
217,pollo,13965,carne,,,,,2021-09-16,24,,98
61,vacuno,5898,carne,,,,,2021-11-25,7,,3
274,pera,11410,frutas,,,,,2022-01-28,15,,76
45,salmon,10211,pescado congelado,,,,1.69,2021-11-09,,,20
132,mix de verduras congeladas,10478,verduras congeladas,,,,4.75,2022-01-16,,,24
69,teclado,11714,producto tecnologico,11,30,31,0.89,,,,7
253,platano,14191,frutas,,,,,2021-05-29,12,,86
16,hamburguesa de quinoa,5914,hamburguesa,,,,2.2,2021-12-10,,,69
211,hamburguesa de quinoa,13949,hamburguesa,,,,2.31,2021-10-10,,,100
348,mouse,14046,producto tecnologico,18,14,42,0.29,,,,34
56,lenguado,5173,pescado congelado,,,,2.6,2021-11-07,,,71
215,durazno,9245,frutas,,,,,2021-10-16,23,,64
100,camisa,14690,ropa,15,16,31,0.99,,,,94
112,hallulla,11425,pan,,,,,2021-05-16,20,,90
160,merlusa,10910,pescado congelado,,,,3.21,2021-08-08,,,31
245,pantalla lisa,6627,pantalla de luz,49,31,37,0.25,,,,74
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,7
150,salmon,6044,pescado congelado,,,,3.53,2022-04-17,,,56
131,cerdo congelado,8452,carne congelada,,,,2.73,2022-02-07,,,32
258,chaqueta,13813,ropa,35,33,14,0.63,,,,41
344,pantalla para colgar,11629,pantalla de luz,9,18,47,0.23,,,,7
6,marraqueta,7830,pan,,,,,2021-08-21,22,,53
208,telefono,9760,producto tecnologico,22,8,31,0.14,,,,52
157,hamburguesa de pollo,14465,hamburguesa,,,,2.41,2021-09-28,,,54
318,pavo,6208,carne,,,,,2021-10-10,10,,10
341,pollo congelado,10534,carne congelada,,,,4.13,2021-12-09,,,71
400,mix de verduras congeladas,13648,verduras congeladas,,,,4.55,2022-04-09,,,59
403,vestido,11750,ropa,41,36,14,0.61,,,,23
385,limon,11324,verduras,,,,,2022-01-06,14,,16
296,salmon,9495,pescado congelado,,,,1.02,2022-03-04,,,68
35,hamburguesa de vacuno,13174,hamburguesa,,,,3.37,2021-08-07,,,99
347,salmon,5361,pescado congelado,,,,1.66,2021-07-17,,,21
290,hallulla,8722,pan,,,,,2021-05-20,12,,66
222,vestido,10689,ropa,19,49,16,0.17,,,,36
259,vestido,8209,ropa,43,34,39,0.76,,,,9
8,pantalla papel,5556,pantalla de luz,17,15,14,0.6,,,,4
252,pavo congelado,6840,carne congelada,,,,1.6,2021-10-01,,,63
177,hamburguesa de pollo,6480,hamburguesa,,,,2.75,2021-11-07,,,50
111,lechuga,8330,verduras,,,,,2021-09-04,13,,29
354,pollo congelado,8252,carne congelada,,,,2.98,2021-06-17,,,54
369,tomate,13568,verduras,,,,,2022-02-12,12,,3
397,palta,13962,verduras,,,,,2021-05-27,8,,97
389,manzana,7436,frutas,,,,,2022-02-13,16,,4
415,pantalla lineas,8289,pantalla de luz,45,8,35,0.47,,,,26
416,esparragos frasco,6807,verdura en conserva,,,,,2022-01-18,,frasco,0
411,durazno,11230,frutas,,,,,2022-02-17,8,,41
146,poleron,12236,ropa,40,20,9,0.95,,,,77
165,camiseta,10613,ropa,35,31,31,0.29,,,,78
71,papaya en conserva,14577,fruta en conserva,,,,,2022-02-28,,lata,5
316,vacuno,13806,carne,,,,,2022-04-03,12,,51
41,hamburguesa de verduras,13789,hamburguesa,,,,3.86,2021-06-04,,,15
15,durazno,13302,frutas,,,,,2021-10-13,10,,44
17,camiseta,14514,ropa,44,16,11,0.25,,,,48
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,37
220,manzana,11649,frutas,,,,,2021-06-03,7,,27
339,telefono,5181,producto tecnologico,21,23,26,0.3,,,,98
220,manzana,11649,frutas,,,,,2021-06-03,7,,31
37,cerdo,13208,carne,,,,,2022-03-12,8,,5
211,hamburguesa de quinoa,13949,hamburguesa,,,,2.31,2021-10-10,,,82
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,66
272,salmon,6760,pescado congelado,,,,3.85,2021-08-13,,,10
63,arvejas congeladas,14607,verduras congeladas,,,,3.93,2021-11-05,,,10
302,teclado,8227,producto tecnologico,26,40,48,0.62,,,,20
89,pantalla lineas,6647,pantalla de luz,38,11,43,0.78,,,,62
412,marraqueta,14464,pan,,,,,2021-11-17,24,,33
345,hamburguesa de verduras,12480,hamburguesa,,,,2.74,2021-11-22,,,60
372,mouse,9082,producto tecnologico,20,10,12,0.85,,,,96
243,choclo congelado,6481,verduras congeladas,,,,3.91,2022-01-23,,,100
90,mix de verduras congeladas,9916,verduras congeladas,,,,2.52,2021-09-29,,,58
368,limon,12932,verduras,,,,,2021-11-29,6,,101
275,pantalla lisa,13875,pantalla de luz,34,42,25,0.77,,,,12
230,pantalla para colgar,5925,pantalla de luz,8,41,12,0.9,,,,99
95,esparragos frasco,9882,verdura en conserva,,,,,2021-09-09,,lata,58
75,lechuga,7914,verduras,,,,,2022-02-27,12,,37
323,vacuno,11553,carne,,,,,2021-06-07,10,,25
142,mix de frutas en conserva,5219,fruta en conserva,,,,,2021-06-08,,caja,39
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,72
164,platano,13220,frutas,,,,,2021-11-02,10,,45
281,vestido,6522,ropa,42,7,26,0.17,,,,74
5,mix de verduras congeladas,11791,verduras congeladas,,,,1.61,2022-01-03,,,73
86,televisor,13862,producto tecnologico,13,10,16,0.68,,,,75
60,pantalla para colgar,8436,pantalla de luz,6,24,5,0.6,,,,81
29,limon,13395,verduras,,,,,2021-08-02,9,,98
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,40
186,lechuga,13393,verduras,,,,,2021-12-03,24,,23
277,limon,7442,verduras,,,,,2021-05-15,19,,98
403,vestido,11750,ropa,41,36,14,0.61,,,,96
215,durazno,9245,frutas,,,,,2021-10-16,23,,48
327,hallulla,6887,pan,,,,,2021-12-06,20,,55
152,lenguado,13791,pescado congelado,,,,4.9,2022-04-27,,,98
294,pollo congelado,10551,carne congelada,,,,4.93,2021-10-13,,,42
410,salmon,12879,pescado congelado,,,,1.4,2021-09-02,,,73
241,durazno en conserva,12190,fruta en conserva,,,,,2022-03-11,,caja,30
19,durazno en conserva,8421,fruta en conserva,,,,,2021-12-12,,frasco,31
162,pollo,9026,carne,,,,,2021-08-28,24,,1
381,pantalla para colgar,8882,pantalla de luz,41,9,42,0.37,,,,29
265,telefono,6947,producto tecnologico,9,40,30,0.89,,,,34
125,teclado,6734,producto tecnologico,12,42,48,0.82,,,,3
148,palta,9424,verduras,,,,,2021-06-22,17,,100
342,tomate,6548,verduras,,,,,2022-01-31,11,,50
130,hamburguesa de verduras,11010,hamburguesa,,,,1.02,2021-07-28,,,48
316,vacuno,13806,carne,,,,,2022-04-03,12,,100
306,hamburguesa de verduras,7976,hamburguesa,,,,1.64,2022-01-29,,,86
416,esparragos frasco,6807,verdura en conserva,,,,,2022-01-18,,frasco,78
155,vestido,12164,ropa,12,20,41,0.7,,,,61
313,platano,12727,frutas,,,,,2021-11-23,18,,67
54,papaya en conserva,6280,fruta en conserva,,,,,2022-04-01,,frasco,71
369,tomate,13568,verduras,,,,,2022-02-12,12,,63
154,telefono,13859,producto tecnologico,36,10,20,0.43,,,,13
198,mouse,12730,producto tecnologico,33,29,6,0.62,,,,9
238,reineta,10784,pescado congelado,,,,3.84,2022-04-11,,,101
246,pollo,9006,carne,,,,,2021-10-27,7,,23
204,durazno,7673,frutas,,,,,2021-08-15,18,,23
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,3
286,manzana,13091,frutas,,,,,2021-08-17,9,,36
95,esparragos frasco,9882,verdura en conserva,,,,,2021-09-09,,lata,83
151,cerdo congelado,13962,carne congelada,,,,2.29,2021-10-26,,,48
290,hallulla,8722,pan,,,,,2021-05-20,12,,40
322,mix de verduras congeladas,11198,verduras congeladas,,,,1.12,2021-09-18,,,89
84,pantalla lisa,14987,pantalla de luz,16,20,49,0.83,,,,56
78,hamburguesa de quinoa,7460,hamburguesa,,,,3.82,2021-05-17,,,66
394,limon,5808,verduras,,,,,2021-09-15,11,,27
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,53
21,televisor,12324,producto tecnologico,14,38,28,0.2,,,,6
146,poleron,12236,ropa,40,20,9,0.95,,,,28
229,merlusa,8380,pescado congelado,,,,4.96,2021-07-12,,,24
80,pera,11624,frutas,,,,,2022-01-09,18,,19
233,cerdo congelado,7670,carne congelada,,,,3.52,2022-03-03,,,0
99,arvejas congeladas,12265,verduras congeladas,,,,1.51,2021-05-29,,,83
235,vacuno,8664,carne,,,,,2021-08-29,22,,67
94,pollo congelado,6136,carne congelada,,,,1.14,2021-10-09,,,77
192,telefono,12648,producto tecnologico,23,6,6,0.41,,,,97
352,mix de frutas en conserva,14348,fruta en conserva,,,,,2021-09-26,,frasco,74
28,cerdo,12064,carne,,,,,2021-05-11,6,,90
336,esparragos frasco,7752,verdura en conserva,,,,,2022-05-04,,caja,78
95,esparragos frasco,9882,verdura en conserva,,,,,2021-09-09,,lata,27
254,kiwi,7974,frutas,,,,,2021-12-29,17,,25
386,carne molida,7866,carne congelada,,,,2.83,2021-09-14,,,3
405,pavo,7717,carne,,,,,2022-04-06,9,,55
239,merlusa,8602,pescado congelado,,,,1.0,2022-03-10,,,23
196,reineta,13212,pescado congelado,,,,4.8,2022-04-04,,,23
26,manzana,7438,frutas,,,,,2021-10-02,17,,21
27,hamburguesa de pollo,13436,hamburguesa,,,,2.03,2021-12-25,,,69
63,arvejas congeladas,14607,verduras congeladas,,,,3.93,2021-11-05,,,35
129,pan de molde,10062,pan,,,,,2022-01-30,16,,17
15,durazno,13302,frutas,,,,,2021-10-13,10,,15
156,hallulla,11210,pan,,,,,2021-08-15,6,,58
339,telefono,5181,producto tecnologico,21,23,26,0.3,,,,91
